#  0.01<z<2.5, 2.51<z<5.0, 5.01<z<7.5, 7.51<z<10.0, L_x, Z_list
3.861310902190652190e-38,3.042369272271599527e-38,1.208503268328950624e-38,5.902190926681855555e-39,1.484968262254457523e+44,3.914747474747474421e+00
3.127247852663332989e-38,2.549573801051173077e-38,1.012752889499055741e-38,4.946168597158578171e-39,1.668100537200055718e+44,4.005555555555555536e+00
2.521423057314010498e-38,2.132639337981773284e-38,8.471363531072961363e-39,4.137316487266035208e-39,1.873817422860386716e+44,4.096363636363636651e+00
2.023308155411154548e-38,1.780477728063066450e-38,7.072491735838940324e-39,3.454123596208477620e-39,2.104904144512030321e+44,4.187171717171716878e+00
1.615422163585621624e-38,1.483581560134282712e-38,5.893147753612969744e-39,2.878145563401356342e-39,2.364489412645387704e+44,4.277979797979797993e+00
1.282883196852207565e-38,1.233786640978252435e-38,4.900901417958135830e-39,2.393543868659303591e-39,2.656087782946673034e+44,4.368787878787879109e+00
1.013037507110810847e-38,1.024075320781517439e-38,4.067876912441431774e-39,1.986704283941999854e-39,2.983647240283334138e+44,4.459595959595959336e+00
7.951445792857186182e-39,8.484130934290024460e-39,3.370103707156088525e-39,1.645919878219083636e-39,3.351602650938847622e+44,4.550404040404040451e+00
6.201139466090576960e-39,7.016121188826356280e-39,2.786974436327304344e-39,1.361126251129666220e-39,3.764935806792486427e+44,4.641212121212120678e+00
4.635624384533647970e-39,5.404335262543949922e-39,2.146733760249043958e-39,1.048440070771466926e-39,4.229242874389533408e+44,4.732020202020201793e+00
3.339788381550304839e-39,3.893614888226683028e-39,1.546638786067829409e-39,7.553605893516717390e-40,4.750810162102774150e+44,4.822828282828282909e+00
2.398642086687079717e-39,2.796401290526276037e-39,1.110798787629422371e-39,5.425013483646643284e-40,5.336699231206302102e+44,4.913636363636363136e+00
1.717576475568006982e-39,2.002396730847712275e-39,7.954008133647226130e-40,3.884646063231650257e-40,5.994842503189421157e+44,5.004444444444444251e+00
1.226430915983385429e-39,1.429806062034914053e-39,5.679538361086518081e-40,2.773821193623931205e-40,6.734150657750856224e+44,5.095252525252525366e+00
8.734160539961041388e-40,1.018251865969075221e-39,4.044744729777257201e-40,1.975406792059867361e-40,7.564633275546227941e+44,5.186060606060605593e+00
6.204776709398975953e-40,7.233695136882792479e-40,2.873400114408485395e-40,1.403335557994709279e-40,8.497534359086402678e+44,5.276868686868686709e+00
4.397783225497032933e-40,5.127053659022668419e-40,2.036590745343831891e-40,9.946474894646874525e-41,9.545484566618327311e+44,5.367676767676767824e+00
3.110418459360883890e-40,3.626209279870873335e-40,1.440418757285393109e-40,7.034839493341035629e-41,1.072267222010325332e+45,5.458484848484848051e+00
2.195603233678984963e-40,2.559693148978149455e-40,1.016772541273271534e-40,4.965800113971113871e-41,1.204503540258788554e+45,5.549292929292929166e+00
1.547066466551849767e-40,1.803611588242727249e-40,7.164385070060350537e-41,3.499003243428145259e-41,1.353047774579796445e+45,5.640101010101010282e+00
1.088305898245853083e-40,1.268776211020892190e-40,5.039888522973104252e-41,2.461423571730311306e-41,1.519911082952926863e+45,5.730909090909090509e+00
7.644395282151830632e-41,8.912041088142200509e-41,3.540080055587755922e-41,1.728934371249887021e-41,1.707352647470688649e+45,5.821717171717171624e+00
5.362222591959950713e-41,6.251422944452893211e-41,2.483217645186460038e-41,1.212774928996416921e-41,1.917910261672492745e+45,5.912525252525252739e+00
3.756743339148878016e-41,4.379712163010373123e-41,1.739728477926058859e-41,8.496633733976997455e-42,2.154434690031895420e+45,6.003333333333332966e+00
2.629024434989818247e-41,3.064987212404292505e-41,1.217487665726842412e-41,5.946069689936579820e-42,2.420128264794363631e+45,6.094141414141414081e+00
1.837983413322948408e-41,2.142770368913607916e-41,8.511606456559546826e-42,4.156970669087029447e-42,2.718588242732928823e+45,6.184949494949495197e+00
1.283795980578291645e-41,1.496683793212347859e-41,5.945193018602834581e-42,2.903563872052246689e-42,3.053855508833412629e+45,6.275757575757575424e+00
8.959788697330351945e-42,1.044556201824290205e-41,4.149231966556741463e-42,2.026437156398613911e-42,3.430469286314926190e+45,6.366565656565656539e+00
6.248606764416311944e-42,7.284793390805117248e-42,2.893697586984835256e-42,1.413248610082711834e-42,3.853528593710551150e+45,6.457373737373737654e+00
4.354971339428398217e-42,5.077142413774077647e-42,2.016764781559935296e-42,9.849647168463072697e-43,4.328761281083025852e+45,6.548181818181817881e+00
3.033430040394055674e-42,3.536454115751439103e-42,1.404765817263831248e-42,6.860714636073767351e-43,4.862601580065333756e+45,6.638989898989898997e+00
2.111816833835924925e-42,2.462012716390858215e-42,9.779714913450438504e-43,4.776300250103323611e-43,5.462277217684337203e+45,6.729797979797980112e+00
1.469523154753523469e-42,1.713209515174777207e-42,6.805285989741488046e-43,3.323623383962101941e-43,6.135907273413188166e+45,6.820606060606060339e+00
1.022154236883968333e-42,1.191654829623659111e-42,4.733543588694284521e-43,2.311808230264524417e-43,6.892612104349737492e+45,6.911414141414141454e+00
7.107156850923211803e-43,8.285714113081470351e-43,3.291287707038195288e-43,1.607427050523521407e-43,7.742636826811214401e+45,7.002222222222222570e+00
4.940062581163193116e-43,5.759257479020287206e-43,2.287717520019249559e-43,1.117294917053826801e-43,8.697490026177798768e+45,7.093030303030302797e+00
3.432747436309706011e-43,4.001989047980699618e-43,1.589687645211519480e-43,7.763851568891060708e-44,9.770099572992245895e+45,7.183838383838383912e+00
2.384724406990252954e-43,2.780175686180659703e-43,1.104353581894208811e-43,5.393535840343625511e-44,1.097498765493059028e+46,7.274646464646464139e+00
1.656281191996931674e-43,1.930937044955998517e-43,7.670152834617643917e-44,3.746014400882942503e-44,1.232846739442073525e+46,7.365454545454545254e+00
1.150113489421226616e-43,1.340833158860841589e-43,5.326116292113583736e-44,2.601213921186406917e-44,1.384886371393863361e+46,7.456262626262626370e+00
7.984874251031253833e-44,9.308980603735588295e-44,3.697754111231027426e-44,1.805940566018203596e-44,1.555676143930465925e+46,7.547070707070706597e+00
5.542747947566448792e-44,6.461884246784143234e-44,2.566818006931564747e-44,1.253604383867604951e-44,1.747528400007682968e+46,7.637878787878787712e+00
3.846978599037478481e-44,4.484910849635565728e-44,1.781515961703648787e-44,8.700718997181925198e-45,1.963040650040276545e+46,7.728686868686868827e+00
2.669679041575229200e-44,3.112383443360249771e-44,1.236314604500775227e-44,6.038018292907520446e-45,2.205130739903059176e+46,7.819494949494949054e+00
1.852461713638250281e-44,2.159649559815438762e-44,8.578654719101223700e-45,4.189716269135800751e-45,2.477076355991693723e+46,7.910303030303030170e+00
1.285274535139537461e-44,1.498407531783479152e-44,5.952040128570528440e-45,2.906907921785861407e-45,2.782559402207114729e+46,8.001111111111111285e+00
8.916696440329842818e-45,1.039532390904069864e-44,4.129276164439335801e-45,2.016690972231909614e-45,3.125715849688235085e+46,8.091919191919192400e+00
6.185543491660452832e-45,7.211272535693788415e-45,2.864493310402700932e-45,1.398985577389245220e-45,3.511191734215141991e+46,8.182727272727273515e+00
4.290633762202717244e-45,5.002135940327389769e-45,1.986970381145660395e-45,9.704134744624711535e-46,3.944206059437680332e+46,8.273535353535352854e+00
2.976035988545322921e-45,3.469542590455885808e-45,1.378186927664357256e-45,6.730906397116965916e-46,4.430621457583850162e+46,8.364343434343433970e+00
2.064101867853719000e-45,2.406385329049247776e-45,9.558749365238901437e-46,4.668383218520366081e-46,4.977023564332093040e+46,8.455151515151515085e+00
1.431538413468457887e-45,1.668925884807663080e-45,6.629380610601936274e-46,3.237713220545867860e-46,5.590810182512222922e+46,8.545959595959596200e+00
9.927873268087696022e-46,1.157418098062566293e-45,4.597546941720563964e-46,2.245389032496250179e-46,6.280291441834272482e+46,8.636767676767677315e+00
6.884825163552002341e-46,8.026513867684131736e-46,3.188327048524691705e-46,1.557142249446908156e-46,7.054802310718688492e+46,8.727575757575758431e+00
4.774357896446213413e-46,5.566074512390674708e-46,2.210980534576636370e-46,1.079817456207028729e-46,7.924828983539120675e+46,8.818383838383837769e+00
3.310732306608263923e-46,3.859740536602284049e-46,1.533183067518568248e-46,7.487889712175110665e-47,8.902150854450356578e+46,8.909191919191918885e+00
2.295734633448790531e-46,2.676429020950302836e-46,1.063142876424679318e-46,5.192267496038088400e-47,1.000000000000000044e+47,9.000000000000000000e+00
