x, y
0.11353661510660554, 4.818670506799996e-13
0.2707418971810552, 2.134362893879095e-12
0.4366810725665562, 9.192103731903208e-12
0.6375542220214375, 3.7425756300602947e-11
0.8558951580984222, 1.481603098257793e-10
1.1790396155583722, 8.449471671269348e-10
1.5021832734309104, 3.162280708797495e-9
1.886463384893396, 1e-8
2.2620088034574173, 2.526032808545019e-8
2.707423769335024, 5.242184648195108e-8
0.20087314945488208, 3.638951009915972e-15
0.20087314945488208, 3.638951009915972e-15
0.3318775511835895, 1.0284804747769893e-14
0.48034893994698785, 3.638953348696515e-14
1.2751092436302867, 3.162282741218534e-12
0.7860264103722483, 3.074715418711837e-13
2.4104809918082273, 7.988024820251453e-11
2.9781664661034903, 1.8034250398777703e-10
4.471616645810762, 4.1874701082123654e-10
5.659390154680185, 2.9067974940248846e-10
6.986901958589369, 1.0577680079793336e-10
7.449783111914252, 6.204156723810383e-11
